"","RNAplate","RNAwell","Sample","RNA_ID","uLextracted","uLeluted","DateExtracted","PCRplate"
"3241","67","H1","PosCtl-88","PosCtl-88_67",200,30,"44252","88"
"3260","67","C4","COR-Inf-2-21-21-A","COR-Inf-2-21-21-A_67",200,30,"44252","88"
"3261","67","D4","COR-Inf-2-22-21-A","COR-Inf-2-22-21-A_67",200,30,"44252","88"
"3262","67","E4","COR-Inf-2-23-21-A","COR-Inf-2-23-21-A_67",200,30,"44252","88"
"3267","67","B5","NP-Inf-2-17-21-A","NP-Inf-2-17-21-A_67",200,30,"44252","88"
"3268","67","C5","NP-Inf-2-18-21-A","NP-Inf-2-18-21-A_67",200,30,"44252","88"
"3271","67","F5","EUG-Inf-2-22-21-A","EUG-Inf-2-22-21-A_67",200,30,"44252","88"
"3274","68","B1","EB-89","EB-89_68",200,30,"44256","89"
"3275","68","C1","HER-Inf-2-24-21-A","HER-Inf-2-24-21-A_68",200,30,"44256","89"
"3279","68","G1","NegCtl-89","NegCtl-89_68",200,30,"44256","89"
"3280","68","H1","PosCtl-89","PosCtl-89_68",200,30,"44256","89"
"3283","68","C2","RED-Inf-2-22-21-A","RED-Inf-2-22-21-A_68",200,30,"44256","89"
"3284","68","D2","RED-Inf-2-24-21-A","RED-Inf-2-24-21-A_68",200,30,"44256","89"
"3294","68","F3","BD-Inf-2-18-21-A","BD-Inf-2-18-21-A_68",200,30,"44256","89"
"3295","68","G3","BD-Inf-2-22-21-A","BD-Inf-2-22-21-A_68",200,30,"44256","89"
"3299","68","C4","NP-Inf-2-24-21-A","NP-Inf-2-24-21-A_68",200,30,"44256","89"
"3300","68","D4","NP-Inf-2-25-21-A","NP-Inf-2-25-21-A_68",200,30,"44256","89"
"3323","68","C7","COR-Inf-2-24-21-A","COR-Inf-2-24-21-A_68",200,30,"44256","90"
"3335","69","B1","EB-91","EB-91_69",200,30,"44259","91"
"3340","69","G1","NegCtl-91","NegCtl-91_69",200,30,"44259","91"
"3341","69","H1","PosCtl-91","PosCtl-91_69",200,30,"44259","91"
"3364","69","G4","COR-Inf-2-28-21-A","COR-Inf-2-28-21-A_69",200,30,"44259","91, 108"
"3365","69","H4","COR-Inf-3-1-21-A","COR-Inf-3-1-21-A_69",200,30,"44259","91"
"3366","69","A5","COR-Inf-3-2-21-A","COR-Inf-3-2-21-A_69",200,30,"44259","91"
"3369","70","B1","EB-92","EB-92_70",200,30,"44263","92"
"3371","70","D1","EUG-Inf-3-1-21-A","EUG-Inf-3-1-21-A_70",200,30,"44263","92"
"3374","70","G1","NegCtl-92","NegCtl-92_70",200,30,"44263","92"
"3375","70","H1","PosCtl-92","PosCtl-92_70",200,30,"44263","92"
"3376","70","A2","RED-Inf-3-1-21-A","RED-Inf-3-1-21-A_70",200,30,"44263","92"
"3377","70","B2","RED-Inf-3-3-21-A","RED-Inf-3-3-21-A_70",200,30,"44263","92"
"3381","70","F2","HER-Inf-3-3-21-A","HER-Inf-3-3-21-A_70",200,30,"44263","92"
"3384","70","A3","BD-Inf-2-25-21-A","BD-Inf-2-25-21-A_70",200,30,"44263","92"
"3385","70","B3","BD-Inf-3-1-21-A","BD-Inf-3-1-21-A_70",200,30,"44263","92"
"3397","70","F4","COR-Inf-3-3-21-A","COR-Inf-3-3-21-A_70",200,30,"44263","92"
"3414","70","G6","COR-Inf-3-4-21-A","COR-Inf-3-4-21-A_70",200,30,"44263","92"
"3415","71","B1","EB-94","EB-94_71",200,30,"44266","94"
"3416","71","C1","EUG-Inf-3-8-21-A","EUG-Inf-3-8-21-A_71",200,30,"44266","94"
"3417","71","D1","NP-Inf-3-4-21-A","NP-Inf-3-4-21-A_71",200,30,"44266","94"
"3420","71","G1","NegCtl-94","NegCtl-94_71",200,30,"44266","94"
"3421","71","H1","PosCtl-94","PosCtl-94_71",200,30,"44266","94"
"3462","71","A7","COR-Inf-3-7-21-A","COR-Inf-3-7-21-A_71",200,30,"44266","96"
"3463","71","B7","COR-Inf-3-8-21-A","COR-Inf-3-8-21-A_71",200,30,"44266","94"
"3464","71","C7","COR-Inf-3-9-21-A","COR-Inf-3-9-21-A_71",200,30,"44266","94"
"3478","72","B1","EB-95","EB-95_72",200,30,"44270","95"
"3482","72","F1","COR-Inf-3-11-21-A","COR-Inf-3-11-21-A_72",200,30,"44270","96, 95"
"3483","72","G1","NegCtl-95","NegCtl-95_72",200,30,"44270","95"
"3484","72","H1","PosCtl-95","PosCtl-95_72",200,30,"44270","95"
"3488","72","D2","HER-Inf-3-10-21-A","HER-Inf-3-10-21-A_72",200,30,"44270","95"
"3491","72","G2","RED-Inf-3-8-21-A","RED-Inf-3-8-21-A_72",200,30,"44270","95"
"3492","72","H2","RED-Inf-3-10-21-A","RED-Inf-3-10-21-A_72",200,30,"44270","95"
"3501","72","A4","BD-Inf-3-5-21-A","BD-Inf-3-5-21-A_72",200,30,"44270","95"
"3502","72","B4","BD-Inf-3-9-21-A","BD-Inf-3-9-21-A_72",200,30,"44270","95"
"3533","72","A8","COR-Inf-3-11-21-A","COR-Inf-3-11-21-A_72",200,30,"44270","96, 95"
"3536","73","B1","EB-97","EB-97_73",200,30,"44273","97"
"3541","73","G1","NegCtl-97","NegCtl-97_73",200,30,"44273","97"
"3542","73","H1","PosCtl-97","PosCtl-97_73",200,30,"44273","97"
"3572","73","F5","COR-Inf-3-14-21-A","COR-Inf-3-14-21-A_73",200,30,"44273","97"
"3573","73","G5","COR-Inf-3-15-21-A","COR-Inf-3-15-21-A_73",200,30,"44273","97"
"3574","73","H5","COR-Inf-3-17-21-A","COR-Inf-3-17-21-A_73",200,30,"44273","97"
"3591","74","B1","EB-98","EB-98_74",200,30,"44277","98"
"3596","74","G1","NegCtl-98","NegCtl-98_74",200,30,"44277","98"
"3597","74","H1","PosCtl-98","PosCtl-98_74",200,30,"44277","98"
"3598","74","A2","RED-Inf-3-15-21-A","RED-Inf-3-15-21-A_74",200,30,"44277","98"
"3599","74","B2","RED-Inf-3-17-21-A","RED-Inf-3-17-21-A_74",200,30,"44277","98"
"3600","74","C2","EUG-Inf-3-15-21-A","EUG-Inf-3-15-21-A_74",200,30,"44277","98"
"3607","74","B3","BD-Inf-3-11-21-A","BD-Inf-3-11-21-A_74",200,30,"44277","98"
"3608","74","C3","BD-Inf-3-15-21-A","BD-Inf-3-15-21-A_74",200,30,"44277","98"
"3612","74","G3","HER-Inf-3-17-21-A","HER-Inf-3-17-21-A_74",200,30,"44277","98"
"3615","74","B4","COR-Inf-3-18-21-A","COR-Inf-3-18-21-A_74",200,30,"44277","98"
"3618","75","B1","EB-98-B","EB-98-B_75",200,30,"44280","98"
"3623","75","G1","NegCtl-98-B","NegCtl-98-B_75",200,30,"44280","98"
"3624","75","H1","PosCtl-98-B","PosCtl-98-B_75",200,30,"44280","98"
"3625","75","A2","COR-Inf-3-21-21-A","COR-Inf-3-21-21-A_75",200,30,"44280","98"
"3719","77","A7","BD-Inf-3-18-21-A","BD-Inf-3-18-21-A_77",200,30,"44287","101"
"3961","81","B1","EB-108","EB-108_81",200,30,"44301","108"
"3962","81","G1","NegCtl-108","NegCtl-108_81",200,30,"44301","108"
"3963","81","H1","PosCtl-108","PosCtl-108_81",200,30,"44301","108"
"4816","99","B1","EB-133","EB-133_99",200,30,"44364","133"
"4821","99","G1","NegCtl-133","NegCtl-133_99",200,30,"44364","133"
"4822","99","H1","PosCtl-133","PosCtl-133_99",200,30,"44364","133"
"4850","99","E5","NP-Inf-6-18-20-E","NP-Inf-6-18-20-E_99",200,30,"44364","133"
"4851","99","F5","NP-ParkSt-6-19-20-E","NP-ParkSt-6-19-20-E_99",200,30,"44364","133"
"4852","99","G5","NP-48thSt-6-19-20-E","NP-48thSt-6-19-20-E_99",200,30,"44364","133"
"4853","99","H5","NP-56thSt-6-19-20-E","NP-56thSt-6-19-20-E_99",170,30,"44364","133"
"4854","99","A6","NP-Neff-6-19-20-E","NP-Neff-6-19-20-E_99",170,30,"44364","133"
"4855","99","B6","NP-San-Bay-O-6-18-20-E","NP-San-Bay-O-6-18-20-E_99",170,30,"44364","133"
"4856","99","C6","NP-San-Bay-O-7-9-20-E","NP-San-Bay-O-7-9-20-E_99",165,30,"44364","133"
"4857","99","F6","EB-133-B","EB-133-B_99",200,30,"44364","133"
"4858","99","G6","NegCtl-133-B","NegCtl-133-B_99",200,30,"44364","133"
"4859","99","D7","NP-San-Bay-O-7-8-20-E","NP-San-Bay-O-7-8-20-E_99",185,30,"44364","133"
"4860","99","E7","NP-Bayfront-7-8-20-E","NP-Bayfront-7-8-20-E_99",185,30,"44364","133"
"4903","101","B1","EB-135","EB-135_101",200,30,"44371","135"
"4908","101","G1","NegCtl-135","NegCtl-135_101",200,30,"44371","135"
"4909","101","H1","PosCtl-135","PosCtl-135_101",200,30,"44371","135"
"4938","101","E5","NP-NyeBeach-6-18-20-B","NP-NyeBeach-6-18-20-B_101",200,30,"44371","135"
"4939","101","F5","NP-Inf-6-10-20-B","NP-Inf-6/10/20-B_101",107,30,"44371","135"
"4940","101","G5","NP-Inf-6-12-20-B","NP-Inf-6/12/20-B_101",84,30,"44371","135"
"4941","101","H5","NP-Inf-6-11-20-B","NP-Inf-6/11/20-B_101",172,30,"44371","135"
