"","Sample","Target","CopiesPeruL","DyeNames","PoissonConfMax","PoissonConfMin","Accepted.Droplets","Positives","Negatives","Site","Date","Location"
"2025","NP-10thSt-6-18-20-A","RP",0.368126392364502,"HEX",0.97590970993042,0.0873582363128662,9589,3,9586,"NP-10thSt",06/18/20,"Newport"
"2026","NP-10thSt-6-18-20-A","N1",0,"FAM",0.361378490924835,0,9755,0,9755,"NP-10thSt",06/18/20,"Newport"
"2028","NP-10thSt-6-18-20-A","RP",1.2066365480423,"HEX",2.12620043754578,0.60062962770462,9755,10,9745,"NP-10thSt",06/18/20,"Newport"
"2035","NP-56thSt-7-8-20-A","N1",0,"FAM",0.269957900047302,0,13058,0,13058,"NP-56thSt",07/08/20,"Newport"
"2036","NP-56thSt-7-8-20-A","N2",0,"FAM/HEX",0.269957900047302,0,13058,0,13058,"NP-56thSt",07/08/20,"Newport"
"2037","NP-56thSt-7-8-20-A","RP",0.991471171379089,"HEX",1.70503604412079,0.51185530424118,13058,11,13047,"NP-56thSt",07/08/20,"Newport"
"2038","NP-56thSt-7-8-20-A","N1",0,"FAM",0.312183260917664,0,11292,0,11292,"NP-56thSt",07/08/20,"Newport"
"2039","NP-56thSt-7-8-20-A","N2",0,"FAM/HEX",0.312183260917664,0,11292,0,11292,"NP-56thSt",07/08/20,"Newport"
"2040","NP-56thSt-7-8-20-A","RP",0.625283300876617,"HEX",1.27843391895294,0.244863033294678,11292,6,11286,"NP-56thSt",07/08/20,"Newport"
"2041","NP-NWSpringSt-7-8-20-A","N1",0,"FAM",0.288260489702225,0,12229,0,12229,"NP-NWSpringSt",07/08/20,"Newport"
"2042","NP-NWSpringSt-7-8-20-A","N2",0,"FAM/HEX",0.288260489702225,0,12229,0,12229,"NP-NWSpringSt",07/08/20,"Newport"
"2043","NP-NWSpringSt-7-8-20-A","RP",0.866148769855499,"HEX",1.56954574584961,0.412977159023285,12229,9,12220,"NP-NWSpringSt",07/08/20,"Newport"
"2044","NP-NWSpringSt-7-8-20-A","N1",0,"FAM",0.312460035085678,0,11282,0,11282,"NP-NWSpringSt",07/08/20,"Newport"
"2045","NP-NWSpringSt-7-8-20-A","N2",0,"FAM/HEX",0.312460035085678,0,11282,0,11282,"NP-NWSpringSt",07/08/20,"Newport"
"2046","NP-NWSpringSt-7-8-20-A","RP",1.4608062505722,"HEX",2.3722243309021,0.819706320762634,11282,14,11268,"NP-NWSpringSt",07/08/20,"Newport"
"2049","NP-32ndSt-7-9-20-A","RP",1.49407708644867,"HEX",2.46797227859497,0.818174421787262,10243,13,10230,"NP-32ndSt",07/09/20,"Newport"
"2052","NP-32ndSt-7-9-20-A","RP",1.26152670383453,"HEX",2.0837025642395,0.690857946872711,12130,13,12117,"NP-32ndSt",07/09/20,"Newport"
"2053","NP-Neff-7-9-20-A","N1",0,"FAM",0.341657102108002,0,10318,0,10318,"NP-Neff",07/09/20,"Newport"
"2054","NP-Neff-7-9-20-A","N2",0,"FAM/HEX",0.341657102108002,0,10318,0,10318,"NP-Neff",07/09/20,"Newport"
"2055","NP-Neff-7-9-20-A","RP",2.96829223632812,"HEX",4.26698970794678,1.96497082710266,10318,26,10292,"NP-Neff",07/09/20,"Newport"
"2056","NP-Neff-7-9-20-A","N1",0,"FAM",0.279594272375107,0,12608,0,12608,"NP-Neff",07/09/20,"Newport"
"2057","NP-Neff-7-9-20-A","N2",0,"FAM/HEX",0.279594272375107,0,12608,0,12608,"NP-Neff",07/09/20,"Newport"
"2058","NP-Neff-7-9-20-A","RP",3.08331418037415,"HEX",4.2636513710022,2.14447712898254,12608,33,12575,"NP-Neff",07/09/20,"Newport"
"2059","NP-NeolhaPoint-6-18-20-A","N1",0,"FAM",0.320238530635834,0,11008,0,11008,"NP-NeolhaPoint",06/18/20,"Newport"
"2060","NP-NeolhaPoint-6-18-20-A","N2",0,"FAM/HEX",0.320238530635834,0,11008,0,11008,"NP-NeolhaPoint",06/18/20,"Newport"
"2061","NP-NeolhaPoint-6-18-20-A","RP",0.748356997966766,"HEX",1.45781111717224,0.317886650562286,11008,7,11001,"NP-NeolhaPoint",06/18/20,"Newport"
"2062","NP-NeolhaPoint-6-18-20-A","N1",0,"FAM",0.34195539355278,0,10309,0,10309,"NP-NeolhaPoint",06/18/20,"Newport"
"2063","NP-NeolhaPoint-6-18-20-A","N2",0,"FAM/HEX",0.34195539355278,0,10309,0,10309,"NP-NeolhaPoint",06/18/20,"Newport"
"2064","NP-NeolhaPoint-6-18-20-A","RP",0.456571519374847,"HEX",1.07676517963409,0.137751787900925,10309,4,10305,"NP-NeolhaPoint",06/18/20,"Newport"
"2071","NP-68thSt-7-8-20-A","N1",0.113312847912312,"FAM",0.541280567646027,0.00475891958922148,10383,1,10382,"NP-68thSt",07/08/20,"Newport"
"2072","NP-68thSt-7-8-20-A","N2",0.113312847912312,"FAM/HEX",0.541280567646027,0.00475891958922148,10383,1,10382,"NP-68thSt",07/08/20,"Newport"
"2073","NP-68thSt-7-8-20-A","RP",1.2470418214798,"HEX",2.14470958709717,0.643761992454529,10383,11,10372,"NP-68thSt",07/08/20,"Newport"
"2074","NP-68thSt-7-8-20-A","N1",0,"FAM",0.275464445352554,0,12797,0,12797,"NP-68thSt",07/08/20,"Newport"
"2075","NP-68thSt-7-8-20-A","N2",0,"FAM/HEX",0.275464445352554,0,12797,0,12797,"NP-68thSt",07/08/20,"Newport"
"2076","NP-68thSt-7-8-20-A","RP",0.827690899372101,"HEX",1.49983632564545,0.394643932580948,12797,9,12788,"NP-68thSt",07/08/20,"Newport"
"2079","NP-NyeBeach-7-8-20-A","RP",2.45353698730469,"HEX",3.52667951583862,1.62432968616486,12480,26,12454,"NP-NyeBeach",07/08/20,"Newport"
"2082","NP-NyeBeach-7-8-20-A","RP",1.21578097343445,"HEX",2.04657769203186,0.647753536701202,11618,12,11606,"NP-NyeBeach",07/08/20,"Newport"
"2083","NP-48thSt-7-9-20-A","N1",0.222353160381317,"FAM",0.712345480918884,0.0336838029325008,10583,2,10581,"NP-48thSt",07/09/20,"Newport"
"2084","NP-48thSt-7-9-20-A","N2",0.222353160381317,"FAM/HEX",0.712345480918884,0.0336838029325008,10583,2,10581,"NP-48thSt",07/09/20,"Newport"
"2085","NP-48thSt-7-9-20-A","RP",1.89134275913239,"HEX",2.94558334350586,1.12520503997803,10583,17,10566,"NP-48thSt",07/09/20,"Newport"
"2086","NP-48thSt-7-9-20-A","N1",0,"FAM",0.410924524068832,0,8579,0,8579,"NP-48thSt",07/09/20,"Newport"
"2088","NP-48thSt-7-9-20-A","RP",1.50943922996521,"HEX",2.59619927406311,0.779177725315094,8579,11,8568,"NP-48thSt",07/09/20,"Newport"
"2089","NP-ParkSt-7-9-20-A","N1",0,"FAM",0.28151473402977,0,12522,0,12522,"NP-ParkSt",07/09/20,"Newport"
"2090","NP-ParkSt-7-9-20-A","N2",0,"FAM/HEX",0.28151473402977,0,12522,0,12522,"NP-ParkSt",07/09/20,"Newport"
"2091","NP-ParkSt-7-9-20-A","RP",0.187919586896896,"HEX",0.602012395858765,0.0284678880125284,12522,2,12520,"NP-ParkSt",07/09/20,"Newport"
"2092","NP-ParkSt-7-9-20-A","N1",0,"FAM",0.285759896039963,0,12336,0,12336,"NP-ParkSt",07/09/20,"Newport"
"2093","NP-ParkSt-7-9-20-A","N2",0,"FAM/HEX",0.285759896039963,0,12336,0,12336,"NP-ParkSt",07/09/20,"Newport"
"2094","NP-ParkSt-7-9-20-A","RP",0.286141455173492,"HEX",0.758522510528564,0.067904606461525,12336,3,12333,"NP-ParkSt",07/09/20,"Newport"
"2095","NP-68thSt-6-19-20-A","N1",0,"FAM",0.329334765672684,0,10704,0,10704,"NP-68thSt",06/19/20,"Newport"
"2096","NP-68thSt-6-19-20-A","N2",0,"FAM/HEX",0.329334765672684,0,10704,0,10704,"NP-68thSt",06/19/20,"Newport"
"2097","NP-68thSt-6-19-20-A","RP",0.329774498939514,"HEX",0.874214708805084,0.0782581195235252,10704,3,10701,"NP-68thSt",06/19/20,"Newport"
"2098","NP-68thSt-6-19-20-A","N1",0.118161059916019,"FAM",0.564444243907928,0.0049625257961452,9957,1,9956,"NP-68thSt",06/19/20,"Newport"
"2099","NP-68thSt-6-19-20-A","N2",0,"FAM/HEX",0.354046046733856,0,9957,0,9957,"NP-68thSt",06/19/20,"Newport"
"2100","NP-68thSt-6-19-20-A","RP",0.945620894432068,"HEX",1.77117812633514,0.428035706281662,9957,8,9949,"NP-68thSt",06/19/20,"Newport"
"2109","NP-Inf-7-8-20-A","RP",1.779914021492,"HEX",2.77197074890137,1.0589337348938,11245,17,11228,"NP-Inf",07/08/20,"Newport"
"2112","NP-Inf-7-8-20-A","RP",2.12263584136963,"HEX",3.09386801719666,1.37998533248901,13314,24,13290,"NP-Inf",07/08/20,"Newport"
"2113","NP-ParkSt-7-8-20-A","N1",0,"FAM",0.250147640705109,0,14092,0,14092,"NP-ParkSt",07/08/20,"Newport"
"2114","NP-ParkSt-7-8-20-A","N2",0,"FAM/HEX",0.250147640705109,0,14092,0,14092,"NP-ParkSt",07/08/20,"Newport"
"2115","NP-ParkSt-7-8-20-A","RP",0.751604974269867,"HEX",1.36192750930786,0.358372181653976,14092,9,14083,"NP-ParkSt",07/08/20,"Newport"
"2116","NP-ParkSt-7-8-20-A","N1",0,"FAM",0.333510458469391,0,10570,0,10570,"NP-ParkSt",07/08/20,"Newport"
"2117","NP-ParkSt-7-8-20-A","N2",0,"FAM/HEX",0.333510458469391,0,10570,0,10570,"NP-ParkSt",07/08/20,"Newport"
"2118","NP-ParkSt-7-8-20-A","RP",0.33395579457283,"HEX",0.88530158996582,0.0792502611875534,10570,3,10567,"NP-ParkSt",07/08/20,"Newport"
"2119","NP-BigCreek-7-9-20-A","N1",0.224517285823822,"FAM",0.719280064105988,0.0340116173028946,10481,2,10479,"NP-BigCreek",07/09/20,"Newport"
"2120","NP-BigCreek-7-9-20-A","N2",0.224517285823822,"FAM/HEX",0.719280064105988,0.0340116173028946,10481,2,10479,"NP-BigCreek",07/09/20,"Newport"
"2121","NP-BigCreek-7-9-20-A","RP",2.58453917503357,"HEX",3.79639458656311,1.66345512866974,10481,23,10458,"NP-BigCreek",07/09/20,"Newport"
"2122","NP-BigCreek-7-9-20-A","N1",0.230296671390533,"FAM",0.737799346446991,0.0348870493471622,10218,2,10216,"NP-BigCreek",07/09/20,"Newport"
"2123","NP-BigCreek-7-9-20-A","N2",0,"FAM/HEX",0.345001250505447,0,10218,0,10218,"NP-BigCreek",07/09/20,"Newport"
"2124","NP-BigCreek-7-9-20-A","RP",2.42036652565002,"HEX",3.61544251441956,1.52355861663818,10218,21,10197,"NP-BigCreek",07/09/20,"Newport"
"2127","NP-Northside-7-9-20-A","RP",1.03453278541565,"HEX",1.82283651828766,0.514980137348175,11377,10,11367,"NP-Northside",07/09/20,"Newport"
"2130","NP-Northside-7-9-20-A","RP",0.786213755607605,"HEX",1.47251641750336,0.355893164873123,11975,8,11967,"NP-Northside",07/09/20,"Newport"
"2131","NP-Southshore-6-18-20-A","N1",0,"FAM",0.286876291036606,0,12288,0,12288,"NP-Southshore",06/18/20,"Newport"
"2132","NP-Southshore-6-18-20-A","N2",0.0957453176379204,"FAM/HEX",0.457349926233292,0.00402114633470774,12288,1,12287,"NP-Southshore",06/18/20,"Newport"
"2133","NP-Southshore-6-18-20-A","RP",0.766180813312531,"HEX",1.43498551845551,0.346826553344727,12288,8,12280,"NP-Southshore",06/18/20,"Newport"
"2134","NP-Southshore-6-18-20-A","N1",0,"FAM",0.341392338275909,0,10326,0,10326,"NP-Southshore",06/18/20,"Newport"
"2136","NP-Southshore-6-18-20-A","RP",0.341848224401474,"HEX",0.906229019165039,0.081122986972332,10326,3,10323,"NP-Southshore",06/18/20,"Newport"
"2143","NP-10thSt-7-8-20-A","N1",0,"FAM",0.365842074155807,0,9636,0,9636,"NP-10thSt",07/08/20,"Newport"
"2144","NP-10thSt-7-8-20-A","N2",0.122097507119179,"FAM/HEX",0.583252012729645,0.00512784067541361,9636,1,9635,"NP-10thSt",07/08/20,"Newport"
"2145","NP-10thSt-7-8-20-A","RP",0.61061429977417,"HEX",1.32726907730103,0.214655861258507,9636,5,9631,"NP-10thSt",07/08/20,"Newport"
"2146","NP-10thSt-7-8-20-A","N1",0,"FAM",0.337308496236801,0,10451,0,10451,"NP-10thSt",07/08/20,"Newport"
"2147","NP-10thSt-7-8-20-A","N2",0,"FAM/HEX",0.337308496236801,0,10451,0,10451,"NP-10thSt",07/08/20,"Newport"
"2148","NP-10thSt-7-8-20-A","RP",0.337758928537369,"HEX",0.895385921001434,0.0801526755094528,10451,3,10448,"NP-10thSt",07/08/20,"Newport"
"2154","NP-San-Bay-O-7-8-20-A","RP",0.991189062595367,"HEX",1.93104088306427,0.421011716127396,8312,7,8305,"NP-San-Bay-O",07/08/20,"Newport"
"2155","NP-Hatfield-7-9-20-A","N1",0,"FAM",0.31644344329834,0,11140,0,11140,"NP-Hatfield",07/09/20,"Newport"
"2156","NP-Hatfield-7-9-20-A","N2",0,"FAM/HEX",0.31644344329834,0,11140,0,11140,"NP-Hatfield",07/09/20,"Newport"
"2157","NP-Hatfield-7-9-20-A","RP",0.633817315101624,"HEX",1.29588711261749,0.248204424977303,11140,6,11134,"NP-Hatfield",07/09/20,"Newport"
"2158","NP-Hatfield-7-9-20-A","N1",0,"FAM",0.252929955720901,0,13937,0,13937,"NP-Hatfield",07/09/20,"Newport"
"2159","NP-Hatfield-7-9-20-A","N2",0,"FAM/HEX",0.252929955720901,0,13937,0,13937,"NP-Hatfield",07/09/20,"Newport"
"2160","NP-Hatfield-7-9-20-A","RP",0.422143071889877,"HEX",0.917510032653809,0.148408249020576,13937,5,13932,"NP-Hatfield",07/09/20,"Newport"
"2163","NP-Bayfront-7-9-20-A","RP",0.405644536018372,"HEX",0.956632375717163,0.122388504445553,11603,4,11599,"NP-Bayfront",07/09/20,"Newport"
"2166","NP-Bayfront-7-9-20-A","RP",1.17787504196167,"HEX",1.94548738002777,0.645057618618011,12991,13,12978,"NP-Bayfront",07/09/20,"Newport"
"2167","NP-Hatfield-6-18-20-A","N1",0.102155223488808,"FAM",0.48797333240509,0.00429034046828747,11517,1,11516,"NP-Hatfield",06/18/20,"Newport"
"2168","NP-Hatfield-6-18-20-A","N2",0,"FAM/HEX",0.306083589792252,0,11517,0,11517,"NP-Hatfield",06/18/20,"Newport"
"2169","NP-Hatfield-6-18-20-A","RP",2.454176902771,"HEX",3.57733988761902,1.59545075893402,11517,24,11493,"NP-Hatfield",06/18/20,"Newport"
"2170","NP-Hatfield-6-18-20-A","N1",0,"FAM",0.341524660587311,0,10322,0,10322,"NP-Hatfield",06/18/20,"Newport"
"2171","NP-Hatfield-6-18-20-A","N2",0,"FAM/HEX",0.341524660587311,0,10322,0,10322,"NP-Hatfield",06/18/20,"Newport"
"2172","NP-Hatfield-6-18-20-A","RP",1.48263490200043,"HEX",2.449063539505,0.811910331249237,10322,13,10309,"NP-Hatfield",06/18/20,"Newport"
"2179","NP-42ndSt-7-8-20-A","N1",0,"FAM",0.521367490291595,0,6762,0,6762,"NP-42ndSt",07/08/20,"Newport"
"2181","NP-42ndSt-7-8-20-A","RP",0.69613641500473,"HEX",1.64197552204132,0.210015788674355,6762,4,6758,"NP-42ndSt",07/08/20,"Newport"
"2182","NP-42ndSt-7-8-20-A","N1",0,"FAM",0.347415626049042,0,10147,0,10147,"NP-42ndSt",07/08/20,"Newport"
"2183","NP-42ndSt-7-8-20-A","N2",0,"FAM/HEX",0.347415626049042,0,10147,0,10147,"NP-42ndSt",07/08/20,"Newport"
"2184","NP-42ndSt-7-8-20-A","RP",0.463862210512161,"HEX",1.09396398067474,0.139951169490814,10147,4,10143,"NP-42ndSt",07/08/20,"Newport"
"2185","NP-MinnieSt-7-8-20-A","N1",0,"FAM",0.331004858016968,0,10650,0,10650,"NP-MinnieSt",07/08/20,"Newport"
"2186","NP-MinnieSt-7-8-20-A","N2",0.110471911728382,"FAM/HEX",0.527707397937775,0.0046396111138165,10650,1,10649,"NP-MinnieSt",07/08/20,"Newport"
"2187","NP-MinnieSt-7-8-20-A","RP",1.10518622398376,"HEX",1.94737160205841,0.550142407417297,10650,10,10640,"NP-MinnieSt",07/08/20,"Newport"
"2188","NP-MinnieSt-7-8-20-A","N1",0,"FAM",0.393009424209595,0,8970,0,8970,"NP-MinnieSt",07/08/20,"Newport"
"2189","NP-MinnieSt-7-8-20-A","N2",0,"FAM/HEX",0.393009424209595,0,8970,0,8970,"NP-MinnieSt",07/08/20,"Newport"
"2190","NP-MinnieSt-7-8-20-A","RP",0.918451428413391,"HEX",1.78928053379059,0.390123039484024,8970,7,8963,"NP-MinnieSt",07/08/20,"Newport"
"2191","NP-NyeBeach-7-9-20-A","N1",0.109894037246704,"FAM",0.524946510791779,0.00461534271016717,10706,1,10705,"NP-NyeBeach",07/09/20,"Newport"
"2192","NP-NyeBeach-7-9-20-A","N2",0.109894037246704,"FAM/HEX",0.524946510791779,0.00461534271016717,10706,1,10705,"NP-NyeBeach",07/09/20,"Newport"
"2193","NP-NyeBeach-7-9-20-A","RP",1.31940650939941,"HEX",2.22108197212219,0.702949464321136,10706,12,10694,"NP-NyeBeach",07/09/20,"Newport"
"2194","NP-NyeBeach-7-9-20-A","N1",0,"FAM",0.350943922996521,0,10045,0,10045,"NP-NyeBeach",07/09/20,"Newport"
"2195","NP-NyeBeach-7-9-20-A","N2",0.11712584644556,"FAM/HEX",0.559498250484467,0.00491905072703958,10045,1,10044,"NP-NyeBeach",07/09/20,"Newport"
"2196","NP-NyeBeach-7-9-20-A","RP",1.05455267429352,"HEX",1.91107618808746,0.50278651714325,10045,9,10036,"NP-NyeBeach",07/09/20,"Newport"
"2197","NP-RunningSprings-7-9-20-A","N1",0,"FAM",0.311576157808304,0,11314,0,11314,"NP-RunningSprings",07/09/20,"Newport"
"2198","NP-RunningSprings-7-9-20-A","N2",0,"FAM/HEX",0.311576157808304,0,11314,0,11314,"NP-RunningSprings",07/09/20,"Newport"
"2199","NP-RunningSprings-7-9-20-A","RP",0.728110492229462,"HEX",1.41835916042328,0.309287905693054,11314,7,11307,"NP-RunningSprings",07/09/20,"Newport"
"2200","NP-RunningSprings-7-9-20-A","N1",0,"FAM",0.341326236724854,0,10328,0,10328,"NP-RunningSprings",07/09/20,"Newport"
"2201","NP-RunningSprings-7-9-20-A","N2",0,"FAM/HEX",0.341326236724854,0,10328,0,10328,"NP-RunningSprings",07/09/20,"Newport"
"2202","NP-RunningSprings-7-9-20-A","RP",0.683663308620453,"HEX",1.39783191680908,0.26772078871727,10328,6,10322,"NP-RunningSprings",07/09/20,"Newport"
"2203","NP-RunningSprings-6-18-20-A","N1",0,"FAM",0.296181291341782,0,11902,0,11902,"NP-RunningSprings",06/18/20,"Newport"
"2204","NP-RunningSprings-6-18-20-A","N2",0,"FAM/HEX",0.296181291341782,0,11902,0,11902,"NP-RunningSprings",06/18/20,"Newport"
"2205","NP-RunningSprings-6-18-20-A","RP",0.296576768159866,"HEX",0.786190867424011,0.0703807845711708,11902,3,11899,"NP-RunningSprings",06/18/20,"Newport"
"2206","NP-RunningSprings-6-18-20-A","N1",0,"FAM",0.27656677365303,0,12746,0,12746,"NP-RunningSprings",06/18/20,"Newport"
"2207","NP-RunningSprings-6-18-20-A","N2",0.0923047810792923,"FAM/HEX",0.440912961959839,0.0038766551297158,12746,1,12745,"NP-RunningSprings",06/18/20,"Newport"
"2208","NP-RunningSprings-6-18-20-A","RP",0.553937315940857,"HEX",1.13252639770508,0.216927707195282,12746,6,12740,"NP-RunningSprings",06/18/20,"Newport"
"2215","NP-70thSt-7-8-20-A","N1",0,"FAM",0.47467577457428,0,7427,0,7427,"NP-70thSt",07/08/20,"Newport"
"2216","NP-70thSt-7-8-20-A","N2",0,"FAM/HEX",0.47467577457428,0,7427,0,7427,"NP-70thSt",07/08/20,"Newport"
"2217","NP-70thSt-7-8-20-A","RP",1.10935473442078,"HEX",2.16135501861572,0.471189469099045,7427,7,7420,"NP-70thSt",07/08/20,"Newport"
"2218","NP-70thSt-7-8-20-A","N1",0,"FAM",0.345677971839905,0,10198,0,10198,"NP-70thSt",07/08/20,"Newport"
"2219","NP-70thSt-7-8-20-A","N2",0.115368530154228,"FAM/HEX",0.551102161407471,0.00484525039792061,10198,1,10197,"NP-70thSt",07/08/20,"Newport"
"2220","NP-70thSt-7-8-20-A","RP",1.96280527114868,"HEX",3.05693125724792,1.16770553588867,10198,17,10181,"NP-70thSt",07/08/20,"Newport"
"2221","NP-Embarcadero-7-8-20-A","N1",0,"FAM",0.2770015001297,0,12726,0,12726,"NP-Embarcadero",07/08/20,"Newport"
"2222","NP-Embarcadero-7-8-20-A","N2",0,"FAM/HEX",0.2770015001297,0,12726,0,12726,"NP-Embarcadero",07/08/20,"Newport"
"2223","NP-Embarcadero-7-8-20-A","RP",1.20241510868073,"HEX",1.98603343963623,0.658493757247925,12726,13,12713,"NP-Embarcadero",07/08/20,"Newport"
"2224","NP-Embarcadero-7-8-20-A","N1",0,"FAM",0.355905026197433,0,9905,0,9905,"NP-Embarcadero",07/08/20,"Newport"
"2225","NP-Embarcadero-7-8-20-A","N2",0.237574845552444,"FAM/HEX",0.761121511459351,0.0359895043075085,9905,2,9903,"NP-Embarcadero",07/08/20,"Newport"
"2226","NP-Embarcadero-7-8-20-A","RP",0.83172196149826,"HEX",1.62026190757751,0.353291153907776,9905,7,9898,"NP-Embarcadero",07/08/20,"Newport"
"2227","NP-NeolhaPoint-7-9-20-A","N1",0,"FAM",0.318819165229797,0,11057,0,11057,"NP-NeolhaPoint",07/09/20,"Newport"
"2228","NP-NeolhaPoint-7-9-20-A","N2",0,"FAM/HEX",0.318819165229797,0,11057,0,11057,"NP-NeolhaPoint",07/09/20,"Newport"
"2229","NP-NeolhaPoint-7-9-20-A","RP",0.851512253284454,"HEX",1.59485399723053,0.385445833206177,11057,8,11049,"NP-NeolhaPoint",07/09/20,"Newport"
"2230","NP-NeolhaPoint-7-9-20-A","N1",0,"FAM",0.3366319835186,0,10472,0,10472,"NP-NeolhaPoint",07/09/20,"Newport"
"2231","NP-NeolhaPoint-7-9-20-A","N2",0,"FAM/HEX",0.3366319835186,0,10472,0,10472,"NP-NeolhaPoint",07/09/20,"Newport"
"2232","NP-NeolhaPoint-7-9-20-A","RP",0.786673784255981,"HEX",1.53247654438019,0.334159702062607,10472,7,10465,"NP-NeolhaPoint",07/09/20,"Newport"
"2235","NP-Inf-7-9-20-A","RP",0.829794347286224,"HEX",1.61650562286377,0.352472543716431,9928,7,9921,"NP-Inf",07/09/20,"Newport"
"2238","NP-Inf-7-9-20-A","RP",0.952307939529419,"HEX",1.72572588920593,0.454048901796341,11123,9,11114,"NP-Inf",07/09/20,"Newport"
"2239","NP-Embarcadero-6-18-20-A","N1",0.2048529535532,"FAM",0.656269967556,0.0310329329222441,11487,2,11485,"NP-Embarcadero",06/18/20,"Newport"
"2241","NP-Embarcadero-6-18-20-A","RP",1.53726744651794,"HEX",2.45854043960571,0.881428420543671,11487,15,11472,"NP-Embarcadero",06/18/20,"Newport"
"2242","NP-Embarcadero-6-18-20-A","N1",0,"FAM",0.259962797164917,0,13560,0,13560,"NP-Embarcadero",06/18/20,"Newport"
"2243","NP-Embarcadero-6-18-20-A","N2",0.173533543944359,"FAM/HEX",0.555918276309967,0.0262886844575405,13560,2,13558,"NP-Embarcadero",06/18/20,"Newport"
"2244","NP-Embarcadero-6-18-20-A","RP",0.607479393482208,"HEX",1.18331217765808,0.258053630590439,13560,7,13553,"NP-Embarcadero",06/18/20,"Newport"
"2253","NP-Bayfront-7-8-20-A","RP",1.02346301078796,"HEX",1.85471510887146,0.487967044115067,10350,9,10341,"NP-Bayfront",07/08/20,"Newport"
"2256","NP-Bayfront-7-8-20-A","RP",0.800933122634888,"HEX",1.50009274482727,0.362554907798767,11755,8,11747,"NP-Bayfront",07/08/20,"Newport"
"2257","NP-Northside-7-8-20-A","N1",0.21207220852375,"FAM",0.679402232170105,0.0321264825761318,11096,2,11094,"NP-Northside",07/08/20,"Newport"
"2258","NP-Northside-7-8-20-A","N2",0.21207220852375,"FAM/HEX",0.679402232170105,0.0321264825761318,11096,2,11094,"NP-Northside",07/08/20,"Newport"
"2259","NP-Northside-7-8-20-A","RP",1.06074357032776,"HEX",1.86903548240662,0.528024673461914,11096,10,11086,"NP-Northside",07/08/20,"Newport"
"2261","NP-Northside-7-8-20-A","N2",0.113718099892139,"FAM/HEX",0.543216824531555,0.00477593904361129,10346,1,10345,"NP-Northside",07/08/20,"Newport"
"2262","NP-Northside-7-8-20-A","RP",1.02385878562927,"HEX",1.85543274879456,0.488155752420425,10346,9,10337,"NP-Northside",07/08/20,"Newport"
"2263","NP-Southshore-7-9-20-A","N1",0,"FAM",0.379347264766693,0,9293,0,9293,"NP-Southshore",07/09/20,"Newport"
"2264","NP-Southshore-7-9-20-A","N2",0,"FAM/HEX",0.379347264766693,0,9293,0,9293,"NP-Southshore",07/09/20,"Newport"
"2265","NP-Southshore-7-9-20-A","RP",0.633157849311829,"HEX",1.37628662586212,0.222579464316368,9293,5,9288,"NP-Southshore",07/09/20,"Newport"
"2266","NP-Southshore-7-9-20-A","N1",0,"FAM",0.324962437152863,0,10848,0,10848,"NP-Southshore",07/09/20,"Newport"
"2267","NP-Southshore-7-9-20-A","N2",0,"FAM/HEX",0.324962437152863,0,10848,0,10848,"NP-Southshore",07/09/20,"Newport"
"2268","NP-Southshore-7-9-20-A","RP",0.759398221969604,"HEX",1.47932636737823,0.322575896978378,10848,7,10841,"NP-Southshore",07/09/20,"Newport"
"2271","NP-Inf-7-10-20-A","RP",0,"HEX",0.359095841646194,0,9817,0,9817,"NP-Inf",07/10/20,"Newport"
"2273","NP-Inf-7-10-20-A","N2",0.114928990602493,"FAM/HEX",0.549002110958099,0.00482679158449173,10237,1,10236,"NP-Inf",07/10/20,"Newport"
"2274","NP-Inf-7-10-20-A","RP",0.229869201779366,"HEX",0.736429631710052,0.0348223000764847,10237,2,10235,"NP-Inf",07/10/20,"Newport"
"2275","NP-32ndSt-6-17-20-A","N1",0,"FAM",0.343555271625519,0,10261,0,10261,"NP-32ndSt",06/17/20,"Newport"
"2277","NP-32ndSt-6-17-20-A","RP",0.802855849266052,"HEX",1.56401026248932,0.341032117605209,10261,7,10254,"NP-32ndSt",06/17/20,"Newport"
"2278","NP-32ndSt-6-17-20-A","N1",0,"FAM",0.31925231218338,0,11042,0,11042,"NP-32ndSt",06/17/20,"Newport"
"2279","NP-32ndSt-6-17-20-A","N2",0,"FAM/HEX",0.31925231218338,0,11042,0,11042,"NP-32ndSt",06/17/20,"Newport"
"2280","NP-32ndSt-6-17-20-A","RP",0.426257461309433,"HEX",1.005255818367,0.128606930375099,11042,4,11038,"NP-32ndSt",06/17/20,"Newport"
"2443","NP-Inf-6-10-20-A","N1",0.961998403072357,"FAM",1.74329233169556,0.458668202161789,11011,9,11002,"NP-Inf",06/10/20,"Newport"
"2444","NP-Inf-6-10-20-A","N2",0,"FAM/HEX",0.320151269435883,0,11011,0,11011,"NP-Inf",06/10/20,"Newport"
"2445","NP-Inf-6-10-20-A","RP",0.534346461296082,"HEX",1.1614443063736,0.187848553061485,11011,5,11006,"NP-Inf",06/10/20,"Newport"
